,date,title,author,publisher,description
4916,11/6/2016,PARIS FOR ONE AND OTHER STORIES, Jojo Moyes,Pamela Dorman/Viking,Stories about women’s lives by the author of “Me Before You.”
4917,11/6/2016,ALL THE LIGHT WE CANNOT SEE, Anthony Doerr,Scribner,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
4918,10/30/2016,SMALL GREAT THINGS, Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
4919,10/30/2016,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4920,10/30/2016,VINCE FLYNN: ORDER TO KILL, Kyle Mills,Emily Bestler/Atria,"Flynn’s character, the C.I.A. operative Mitch Rapp, uncovers a dangerous Russian plot. Flynn died in 2013."
4921,10/30/2016,COMMONWEALTH, Ann Patchett,Harper,"Five decades in the lives of two families — parents, children, siblings, stepchildren — remade by divorce."
4922,10/30/2016,HOME, Harlan Coben,Dutton,Myron Bolitar and his friend Win locate a boy who was kidnapped 10 years earlier; the 11th Myron Bolitar novel.
4923,10/30/2016,WOMAN OF GOD, James Patterson and Maxine Paetro,"Little, Brown","The story of a (woman) doctor who, after a life of service and suffering, becomes a Catholic priest."
4924,10/30/2016,PRECIOUS AND GRACE, Alexander McCall Smith,Pantheon,"In the 17th installment of the No. 1 Ladies’ Detective Agency series, Precious Ramotswe and Grace Makutski help a Canadian woman find the nursemaid who raised her in Botswana."
4925,10/30/2016,TODAY WILL BE DIFFERENT, Maria Semple,"Little, Brown","A calamitous day in the life of a cynical Seattle transplant from the author of “Where’d You Go, Bernadette.”"
4926,10/30/2016,CRIMSON DEATH, Laurell K. Hamilton,Berkley,"The vampire hunter Anita Blake, her friend Edward and her servant Damian travel to Ireland to battle an unusual vampire infestation."
4927,10/30/2016,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4928,10/30/2016,THE WOMAN IN CABIN 10, Ruth Ware,Scout,"A travel writer on a cruise is certain she has heard a body thrown overboard, but no one believes her."
4929,10/30/2016,RAZOR GIRL, Carl Hiaasen,Knopf,The ex-cop Andrew Yancy​ from ​“Bad Monkey” gets involved in a kidnapping gone wrong.
4930,10/30/2016,A GENTLEMAN IN MOSCOW, Amor Towles,Viking,"A Russian count undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin."
4931,10/30/2016,WINTER STORMS, Elin Hilderbrand,"Little, Brown","In the final book of the Winter Street trilogy, a huge snowstorm bearing down on Nantucket threatens the Quinn family’s Christmas, after a year of significant events."
4932,10/23/2016,TWO BY TWO, Nicholas Sparks,Grand Central,A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.
4933,10/23/2016,THE TRESPASSER, Tana French,Viking,"In the sixth Dublin Murder Squad novel, Detective Antoinette Conway confronts a case that is more complicated than it appears."
4934,10/23/2016,COMMONWEALTH, Ann Patchett,Harper,"Five decades in the lives of two families — parents, children, siblings, stepchildren — remade by divorce."
4935,10/23/2016,WOMAN OF GOD, James Patterson and Maxine Paetro,"Little, Brown","The story of a (woman) doctor who, after a life of service and suffering, becomes a Catholic priest."
4936,10/23/2016,HOME, Harlan Coben,Dutton,Myron Bolitar and his friend Win locate a boy who was kidnapped 10 years earlier; the 11th Myron Bolitar novel.
4937,10/23/2016,TODAY WILL BE DIFFERENT, Maria Semple,"Little, Brown","A calamitous day in the life of a cynical Seattle transplant from the author of “Where’d You Go, Bernadette.”"
4938,10/23/2016,TWELVE DAYS OF CHRISTMAS, Debbie Macomber,Ballantine,"A woman starts a blog about her attempt to reach out to a grumpy neighbor at Christmastime, and finds herself falling for him."
4939,10/23/2016,THE WOMAN IN CABIN 10, Ruth Ware,Scout,"A travel writer on a cruise is certain she has heard a body thrown overboard, but no one believes her."
4940,10/23/2016,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4941,10/23/2016,WINTER STORMS, Elin Hilderbrand,"Little, Brown","In the final book of the Winter Street trilogy, a huge snowstorm bearing down on Nantucket threatens the Quinn family’s Christmas, after a year of significant events."
4942,10/23/2016,RAZOR GIRL, Carl Hiaasen,Knopf,The ex-cop Andrew Yancy​ from ​“Bad Monkey” gets involved in a kidnapping gone wrong.
4943,10/23/2016,A GENTLEMAN IN MOSCOW, Amor Towles,Viking,"A Russian count undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin."
4944,10/23/2016,THE NIGHTINGALE, Kristin Hannah,St. Martin’s,"Two sisters in World War II France: one struggling to survive in the countryside, the other joining the Resistance in Paris."
4945,10/23/2016,ALL THE LIGHT WE CANNOT SEE, Anthony Doerr,Scribner,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
4946,10/23/2016,THE RAIN IN PORTUGAL, Billy Collins,Random House,Nearly 50 new poems from the former U.S. poet laureate.
4947,10/16/2016,WOMAN OF GOD, James Patterson and Maxine Paetro,"Little, Brown","The story of a (woman) doctor who, after a life of service and suffering, becomes a Catholic priest."
4948,10/16/2016,HOME, Harlan Coben,Dutton,Myron Bolitar and his friend Win locate a boy who was kidnapped 10 years earlier; the 11th Myron Bolitar novel.
4949,10/16/2016,COMMONWEALTH, Ann Patchett,Harper,"Five decades in the lives of two families — parents, children, siblings, stepchildren — remade by divorce."
4950,10/16/2016,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4951,10/16/2016,RAZOR GIRL, Carl Hiaasen,Knopf,The ex-cop Andrew Yancy​ from ​“Bad Monkey” gets involved in a kidnapping gone wrong.
4952,10/16/2016,CHRISTMAS CARAMEL MURDER, Joanne Fluke,Kensington,"When a corpse is discovered in the snow in Lake Eden, Minn., the baker Hannah Swensen helps the police. Recipes included. The 20th book in the series."
4953,10/16/2016,A GENTLEMAN IN MOSCOW, Amor Towles,Viking,"A Russian count undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin."
4954,10/16/2016,PIRATE, Clive Cussler and Robin Burcell,Putnam,Sam and Remi Fargo pursue an ancient treasure.
4955,10/16/2016,THE KEPT WOMAN, Karin Slaughter,Morrow/HarperCollins,"Will Trent of the Georgia Bureau of Investigation and his lover, the medical examiner Sara Linton, pursue a case involving a dirty Atlanta cop."
4956,10/16/2016,THE NIGHTINGALE, Kristin Hannah,St. Martin’s,"Two sisters in World War II France: one struggling to survive in the countryside, the other joining the Resistance in Paris."
4957,10/16/2016,APPRENTICE IN DEATH, J. D. Robb,Berkley,"Lt. Eve Dallas of the N.Y.P.D. is on the case when three skaters are shot by a sniper. By Nora Roberts, writing pseudonymously."
4958,10/16/2016,HERE I AM, Jonathan Safran Foer,"Farrar, Straus &amp; Giroux",Private and public crises converge for four generations of a Jewish family.
4959,10/9/2016,HOME, Harlan Coben,Dutton,Myron Bolitar and his friend Win locate a boy who was kidnapped 10 years earlier; the 11th Myron Bolitar novel.
4960,10/9/2016,COMMONWEALTH, Ann Patchett,Harper,"Five decades in the lives of two families — parents, children, siblings, stepchildren — remade by divorce."
4961,10/9/2016,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4962,10/9/2016,THE WOMAN IN CABIN 10, Ruth Ware,Scout,"A travel writer on a cruise is certain she has heard a body thrown overboard, but no one believes her."
4963,10/9/2016,RAZOR GIRL, Carl Hiaasen,Knopf,The ex-cop Andrew Yancy​ from ​“Bad Monkey” gets involved in a kidnapping gone wrong.
4964,10/9/2016,THRICE THE BRINDED CAT HATH MEW'D, Alan Bradley,Delacorte,"The 12-year-old detective Flavia de Luce, returning home to"
4965,10/9/2016,THE KEPT WOMAN, Karin Slaughter,Morrow/HarperCollins,"Will Trent of the Georgia Bureau of Investigation and his lover, the medical examiner Sara Linton, pursue a case involving a dirty Atlanta cop."
4966,10/9/2016,PIRATE, Clive Cussler and Robin Burcell,Putnam,Sam and Remi Fargo pursue an ancient treasure.
4967,10/9/2016,NUTSHELL, Ian McEwan,Nan A. Talese/Doubleday,A fetus in utero overhears his mother plotting with his uncle to kill his father.
4968,10/9/2016,A GENTLEMAN IN MOSCOW, Amor Towles,Viking,"A Russian count undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin."
4969,10/9/2016,A GREAT RECKONING, Louise Penny,Minotaur,"Armand Gamache, the retired homicide chief of the Sûreté du Québec, investigates a murder at the police academy."
4970,10/9/2016,RUSHING WATERS, Danielle Steel,Delacorte,Six people cope with a hurricane in New York City.
4971,10/9/2016,THE NIGHTINGALE, Kristin Hannah,St. Martin’s,"Two sisters in World War II France: one struggling to survive in the countryside, the other joining the Resistance in Paris."
4972,10/9/2016,ALL THE LIGHT WE CANNOT SEE, Anthony Doerr,Scribner,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
4973,10/2/2016,COMMONWEALTH, Ann Patchett,Harper,"Five decades in the lives of two families — parents, children, siblings, stepchildren — remade by divorce."
4974,10/2/2016,PIRATE, Clive Cussler and Robin Burcell,Putnam,Sam and Remi Fargo pursue an ancient treasure.
4975,10/2/2016,RAZOR GIRL, Carl Hiaasen,Knopf,The ex-cop Andrew Yancy​ from ​“Bad Monkey” gets involved in a kidnapping gone wrong.
4976,10/2/2016,THE WOMAN IN CABIN 10, Ruth Ware,Scout,"A travel writer on a cruise is certain she has heard a body thrown overboard, but no one believes her."
4977,10/2/2016,AN OBVIOUS FACT, Craig Johnson,Viking,Sheriff Walt Longmire and his friend Henry Standing Bear investigate a motorcycle accident. The basis of the Netflix series.
4978,10/2/2016,NUTSHELL, Ian McEwan,Nan A. Talese/Doubleday,A fetus in utero overhears his mother plotting with his uncle to kill his father.
4979,10/2/2016,HERE I AM, Jonathan Safran Foer,"Farrar, Straus &amp; Giroux",Private and public crises converge for four generations of a Jewish family.
4980,10/2/2016,A GENTLEMAN IN MOSCOW, Amor Towles,Viking,"A Russian count undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin."
4981,10/2/2016,A GREAT RECKONING, Louise Penny,Minotaur,"An instructor at the police academy is found murdered, perhaps by one of the cadets favored by Armand Gamache, the retired homicide chief of the Sûreté du Québec."
4982,10/2/2016,RUSHING WATERS, Danielle Steel,Delacorte,Six people cope with a hurricane in New York City.
4983,10/2/2016,ROBERT B. PARKER'S DEBT TO PAY, Reed Farrel Coleman,Putnam,"Jesse Stone pursues a psychotic assassin out for revenge; a continuation of the series by Parker, who died in 2010."
4984,10/2/2016,ALL THE LIGHT WE CANNOT SEE, Anthony Doerr,Scribner,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.
4985,10/2/2016,TRULY MADLY GUILTY, Liane Moriarty,Flatiron,Three couples at a backyard barbecue gone wrong.
4986,9/25/2016,APPRENTICE IN DEATH, J. D. Robb,Berkley,"Lt. Eve Dallas of the N.Y.P.D. calls on the technological expertise of her husband, Roarke, when three skaters at Wollman Rink are shot by a sniper. By Nora Roberts, writing pseudonymously."
4987,9/25/2016,RAZOR GIRL, Carl Hiaasen,Knopf,The ex-cop Andrew Yancy​ from ​“Bad Monkey” gets involved in a kidnapping gone wrong.
4988,9/25/2016,THE UNDERGROUND RAILROAD, Colson Whitehead,Doubleday,"A slave girl heads toward freedom on the network, envisioned as actual tracks and tunnels."
4989,9/25/2016,A GREAT RECKONING, Louise Penny,Minotaur,"An instructor at the police academy is found murdered, perhaps by one of the cadets favored by Armand Gamache, the retired homicide chief of the Sûreté du Québec."
4990,9/25/2016,THE WOMAN IN CABIN 10, Ruth Ware,Scout,"A travel writer on a cruise is certain she has heard a body thrown overboard, but no one believes her."
4991,9/25/2016,RUSHING WATERS, Danielle Steel,Delacorte,Six people cope with a hurricane in New York City.
4992,9/25/2016,HERE I AM, Jonathan Safran Foer,"Farrar, Straus &amp; Giroux",Private and public crises converge for four generations of a Jewish family.
4993,9/25/2016,A GENTLEMAN IN MOSCOW, Amor Towles,Viking,"A Russian count undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin."
4994,9/25/2016,TRULY MADLY GUILTY, Liane Moriarty,Flatiron,Three couples at a backyard barbecue gone wrong.
4995,9/25/2016,DOWNFALL, J. A. Jance,Morrow/HarperCollins,"Joanna Brady, the sheriff of Cochise County, must cope with pregnancy, the recent deaths of her mother and stepfather, an upcoming election — and the mysterious discovery of the bodies of two women at the base of a nearby peak. The 17th novel in a series."
4996,9/25/2016,MANITOU CANYON, William Kent Krueger,Atria,"Cork O’Connor, a former sheriff turned private investigator, goes missing in Minnesota’s north woods while searching for a man who disappeared while camping. The 15th book in a series."
4997,9/25/2016,STING, Sandra Brown,Grand Central,A hired killer and a woman he kidnapped join forces to elude the F.B.I. agents and others who are searching for her corrupt brother.
4998,9/25/2016,THE NIX, Nathan Hill,Knopf,An aspiring writer who spends too much time playing video games investigates the past of the mother who abandoned him.
4999,9/25/2016,THE NIGHTINGALE, Kristin Hannah,St. Martin’s,"Two sisters in World War II France: one struggling to survive in the countryside, the other joining the Resistance in Paris."
